participant_ID,text_ID,docs_to_search,error,error_item,error_context,solution_item,solution_context
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",las razones (por) [para] cometer delitos son muy diversas,por,"AMN1_2 - por
>> su agotadora caminata por unos minutos ,
>> esta ascensión , por muy fatigante que
>> carecía de aire por completo .
>> Por eso , los
>> la razón verdadera por la que un
>> Miraron fijamente por el cristal empañado
>> No podemos respirar por él ” ,
>> , ser grabado por las aeronaves automáticas
>> Pasaron por un valle pequeño
>> cumbre era cubierta por huesos humanos .
>> de desmayar se por el cansancio se

AMN1_3 - por
>> cambiar su título por "" el imperador
>> llevada a cabo por gobernadores romanos podría
>> frenado o impedido por completo la expansión

AMN1_4 - por
>> Responde por favor el siguiente
>> ¿ Por más cursi y
>> gusta invertir cien por ciento de tu
>> Por Instagram se ven

",para,"AMN1_2 - para
>> Para los que consiguieron
>> de 300 kilómetros para ver el enorme
>> cerró sus ojos para siempre .

AMN1_3 - para
>> las respectivas regiones para "" traer les
>> los Estados Unidos para la seguridad y
>> a los estadios para celebrar el renacimiento

AMN1_4 - para
>> Es para garantizar la dignidad
>> quitas el contacto para salvar tu propia
>> y seguir chambeando para tus metas .
>> necesaria distancia científica para analizar dichos seres
>> con las negociaciones para enseñar a otros
>> aprovecharé la ocasión para dar te unos

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",la decisión (por) [de] perpetrar el crimen,por,"AMN1_2 - por
>> su agotadora caminata por unos minutos ,
>> esta ascensión , por muy fatigante que
>> carecía de aire por completo .
>> Por eso , los
>> la razón verdadera por la que un
>> Miraron fijamente por el cristal empañado
>> No podemos respirar por él ” ,
>> , ser grabado por las aeronaves automáticas
>> Pasaron por un valle pequeño
>> cumbre era cubierta por huesos humanos .
>> de desmayar se por el cansancio se

AMN1_3 - por
>> cambiar su título por "" el imperador
>> llevada a cabo por gobernadores romanos podría
>> frenado o impedido por completo la expansión

AMN1_4 - por
>> Responde por favor el siguiente
>> ¿ Por más cursi y
>> gusta invertir cien por ciento de tu
>> Por Instagram se ven

",de,"AMN1_2 - de
>> primera ascensión humana de el Monte Olimpo
>> se extendía debajo de sus pies .
>> , el cristal de el casco se
>> hacia la cumbre de la montaña más
>> en una altura de aproximadamente 22 mil
>> A el equipo de ocho taikonautas y
>> los acantilados escarpados de el Mount Everest
>> , la falta de aire que se
>> el peso corporal de los taikonautas se
>> Aquí pesaban menos de la mitad .
>> y mística cuna de su especie ni
>> los recuerdos escasos de la tierra que
>> que un montañero de el pasado se
>> seguir un trayecto de 300 kilómetros para
>> Cada día de nuevo erigían y
>> desvanecer se detrás de la línea donde
>> Cuando un taikonauta de el equipo no
>> se el recipiente de oxígeno y dejar
>> el nuevo hogar de la humanidad no
>> un mar infinito de desierto , polvo
>> arriesgar el éxito de la misión .
>> en el delirio de la agonía cuando
>> constituyó el límite de su existencia frágil
>> que el lugar de sus sueños finalmente
>> Las temperaturas de la última noche
>> , constató uno de los Taikonautas sin
>> entre los acantilados de el volcán dado
>> alzar la bandera de el patrocinador de
>> a el hecho de que no habían
>> , en cuestión de unos minutos ya
>> forma azul destacó de la superficie rojísima
>> el estar enfrente de el objeto se
>> tenacidad la punta de su nariz .
>> De repente , hallaron
>> Una botella de plástico , bolsas
>> A pesar de su tecnología avanzada
>> la asquerosa masa de objetos desaceleró su
>> en opacas esferas de vapor y acabaron
>> Similar a telas de araña estaban colgadas
>> Un sinfín de colores y banderas
>> aproximaba el fin de el viaje de
>> con el páramo de la muerte que
>> A el punto de desmayar se por

AMN1_3 - de
>> Noticia de última hora
>> horas el presidente de la República Italiana
>> les la cultura de una civilización avanzada
>> Según el jefe de el estado ,
>> a los habitantes de las regiones que
>> bajo el control de el poderoso imperio
>> reestablecer el equilibrio de poder .
>> negó el derecho de los pueblos atacados
>> velocidad en cuestiones de la tecnología o
>> Desde su punto de vista las democracias
>> seguridad y soberanía de Europa propuso una
>> reiteradamente el imperador de la continua contaminación
>> y sofisticada "" de el latín sería
>> final , antes de concluir su preocupante

AMN1_4 - de
>> y una frase de mierda
>> garantizar la dignidad de el lector y
>> El bienestar de nuestros lectores siempre
>> acabarían contigo dentro de unos segundos ?
>> cien por ciento de tu rendimiento en
>> Peaky Blinders es de lejos la mejor
>> frase super inspiradora de Pinterest ?
>> tus amigos están de mal humor o
>> identificar con más de la mitad de
>> esta especie extraña de personas se ha
>> años los contenidos de autoayuda y desarrollo
>> adquirir sesiones privadas de entrenamiento con maestros
>> ven un montón de páginas ( o
>> en muchas escuelas de Yoga antes de
>> , la falta de conocimiento no es
>> personas que salen de la puerta infernal
>> te unos consejos de autoayuda :
>> las personas alrededor de ti también tengan
>> En vez de intentar superar los
>> pecado alejar se de personas que únicamente
>> observa unos carnívoros de carne y hueso
>> Antes de seguir las recomendaciones
>> no se trata de ti. ( qué

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",la decisión de [perpetrar] el crimen,,,perpetrar,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",personas malas se vuelven (en) personas malísimas,en,"AMN1_2 - en
>> la tierra marciana en una altura de
>> parecido nada extraordinario en cuanto a el
>> que se siente en las altitudes aquí
>> vez que anduvieron en la antigua y
>> que han mantenido en su mente no
>> cada día más en desvanecer se detrás
>> Quién quería prosperar en el nuevo hogar
>> criaturas habían permanecido en la Tierra donde
>> En ninguna circunstancia era
>> sus últimos pensamientos en el delirio de
>> ánimo que sobraba en ellos corrían en
>> final básicamente consistió en alzar la bandera
>> No obstante , en cuestión de unos
>> cual provocó rabia en los dos taikonautas
>> cascos se convirtieron en opacas esferas de
>> araña estaban colgadas en las laderas coloridas
>> En cierto momento ,
>> chicas se abrieron en el suelo y
>> Perdidos en el espacio y
>> sus heladas caras en el resplandor cuando

AMN1_3 - en
>> En un discurso en
>> la misma velocidad en cuestiones de la
>> En cuanto a las
>> idioma quedan incuestionablemente en Italia .
>> En su provocador invectiva

AMN1_4 - en
>> vestir una americana en tu día a
>> de tu rendimiento en ti mismo ?
>> subir una foto en Instagram sin añadir
>> ¿ Si estuvieras en un cuarto con
>> Enfoquémonos en el verdadero texto
>> aprendices se convierten en versiones aún más
>> falta haber participado en muchas escuelas de
>> con una cosa en su vida :
>> En vez de intentar
>> a tus amigos en el instante que
>> el parque zoológico en tu ciudad y

",,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",(aprende uno del otro) [aprenden unos de otros],aprende uno del otro,,aprenden unos de otros,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",[pues] aprenden unos de otros,,,pues,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",después de haber (vuelto a la) [sido puestos en] libertad,vuelto a la,,sido puestos en,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",se atribuye al hecho [de] que hay una escasez inmensa de psicólogos,,,de,"AMN1_2 - de
>> primera ascensión humana de el Monte Olimpo
>> se extendía debajo de sus pies .
>> , el cristal de el casco se
>> hacia la cumbre de la montaña más
>> en una altura de aproximadamente 22 mil
>> A el equipo de ocho taikonautas y
>> los acantilados escarpados de el Mount Everest
>> , la falta de aire que se
>> el peso corporal de los taikonautas se
>> Aquí pesaban menos de la mitad .
>> y mística cuna de su especie ni
>> los recuerdos escasos de la tierra que
>> que un montañero de el pasado se
>> seguir un trayecto de 300 kilómetros para
>> Cada día de nuevo erigían y
>> desvanecer se detrás de la línea donde
>> Cuando un taikonauta de el equipo no
>> se el recipiente de oxígeno y dejar
>> el nuevo hogar de la humanidad no
>> un mar infinito de desierto , polvo
>> arriesgar el éxito de la misión .
>> en el delirio de la agonía cuando
>> constituyó el límite de su existencia frágil
>> que el lugar de sus sueños finalmente
>> Las temperaturas de la última noche
>> , constató uno de los Taikonautas sin
>> entre los acantilados de el volcán dado
>> alzar la bandera de el patrocinador de
>> a el hecho de que no habían
>> , en cuestión de unos minutos ya
>> forma azul destacó de la superficie rojísima
>> el estar enfrente de el objeto se
>> tenacidad la punta de su nariz .
>> De repente , hallaron
>> Una botella de plástico , bolsas
>> A pesar de su tecnología avanzada
>> la asquerosa masa de objetos desaceleró su
>> en opacas esferas de vapor y acabaron
>> Similar a telas de araña estaban colgadas
>> Un sinfín de colores y banderas
>> aproximaba el fin de el viaje de
>> con el páramo de la muerte que
>> A el punto de desmayar se por

AMN1_3 - de
>> Noticia de última hora
>> horas el presidente de la República Italiana
>> les la cultura de una civilización avanzada
>> Según el jefe de el estado ,
>> a los habitantes de las regiones que
>> bajo el control de el poderoso imperio
>> reestablecer el equilibrio de poder .
>> negó el derecho de los pueblos atacados
>> velocidad en cuestiones de la tecnología o
>> Desde su punto de vista las democracias
>> seguridad y soberanía de Europa propuso una
>> reiteradamente el imperador de la continua contaminación
>> y sofisticada "" de el latín sería
>> final , antes de concluir su preocupante

AMN1_4 - de
>> y una frase de mierda
>> garantizar la dignidad de el lector y
>> El bienestar de nuestros lectores siempre
>> acabarían contigo dentro de unos segundos ?
>> cien por ciento de tu rendimiento en
>> Peaky Blinders es de lejos la mejor
>> frase super inspiradora de Pinterest ?
>> tus amigos están de mal humor o
>> identificar con más de la mitad de
>> esta especie extraña de personas se ha
>> años los contenidos de autoayuda y desarrollo
>> adquirir sesiones privadas de entrenamiento con maestros
>> ven un montón de páginas ( o
>> en muchas escuelas de Yoga antes de
>> , la falta de conocimiento no es
>> personas que salen de la puerta infernal
>> te unos consejos de autoayuda :
>> las personas alrededor de ti también tengan
>> En vez de intentar superar los
>> pecado alejar se de personas que únicamente
>> observa unos carnívoros de carne y hueso
>> Antes de seguir las recomendaciones
>> no se trata de ti. ( qué

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",[y a que] las terapias son genéricas y voluntarias,,,y a que,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",[muchos entraron en la cárcel] a causa de la falta de recursos financieros (muchos entraron en la cárcel),muchos entraron en la cárcel,,muchos entraron en la cárcel,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",a causa de [la] falta de recursos financieros,,,la,"AMN1_2 - la
>> ascensión humana de el Monte Olimpo (
>> La infinita llanura carmesí
>> unos minutos , el cristal de el
>> su viaje hacia la cumbre de la
>> Sería la primera vez que
>> A el equipo de ocho
>> Para los que consiguieron ascender
>> Evidentemente , la falta de aire
>> Además , ni el peso corporal de
>> pesaban menos de la mitad .
>> La última vez que
>> Por eso , los recuerdos escasos de
>> Sin embrago , la razón verdadera por
>> kilómetros para ver el enorme volcán desde
>> erigían y desmontaban la base que les
>> Durante el día seguían su
>> ascendiendo continuamente y la mirada hacia el
>> un taikonauta de el equipo no pudo
>> El proceder común era
>> quería prosperar en el nuevo hogar de
>> habían permanecido en la Tierra donde caminan
>> era válido arriesgar el éxito de la
>> últimos pensamientos en el delirio de la
>> Miraron fijamente por el cristal empañado que
>> Ahora , los tres taikonautas que
>> Las temperaturas de la
>> constató uno de los Taikonautas sin que
>> Con el último ánimo que
>> ya estaban esperando los entre los acantilados
>> El final básicamente consistió
>> encaminar se hacia la última etapa ,
>> A el principio atribuyeron tal
>> azul destacó de la superficie rojísima que
>> A la medida que se
>> A el estar enfrente de
>> con inacabable tenacidad la punta de su
>> que solo merecen la denominación basura .
>> su tecnología avanzada los drones se marearon
>> Se acumularon los residuos y la
>> se uno a el otro avanzando hacia
>> ciegos hasta que la falta de oxígeno
>> asombro y aceptaron el sobrenatural cambio climático
>> estaban colgadas en las laderas coloridas banderas
>> que contrastó con el impecable fondo blanco
>> Lentamente se aproximaba el fin de el
>> cierto momento , la nieve perdió su
>> se abrieron en el suelo y revelaron
>> No fueron los primeros y no
>> Perdidos en el espacio y el
>> A el punto de desmayar
>> Pareció eterna y los taikonautas calentaron sus

AMN1_3 - la
>> El imperio romano contraataca
>> Italia declaró la guerra a diferentes
>> Hace tres horas el presidente de la
>> A continuación , el presidente ha movilizado
>> , se divulga la noticia que Italia
>> Según el jefe de el
>> un discurso en la televisión italiana se
>> Efectivamente , todos los países mediterráneos y
>> con fervor que la cultura romana hacía
>> Encima , negó el derecho de los
>> Recalcó que sin el imperio romano el
>> punto de vista las democracias han frenado
>> Frente a la amenaza que supuestamente
>> En cuanto a las lenguas romances que
>> Argumentó que la única versión ""
>> A el final , antes

AMN1_4 - la
>> Responde por favor el siguiente cuestionario .
>> Es para garantizar la dignidad de el
>> El bienestar de nuestros
>> mereces más que los demás ?
>> ¿ Te inspiran los carnívoros salvajes que
>> es de lejos la mejor serie que
>> mala vibra quitas el contacto para salvar
>> con más de la mitad de las
>> ¡ Tú eres el elegido/la elegida !
>> ha ido tenemos la necesaria distancia científica
>> Enfoquémonos en el verdadero texto .
>> Hace unos años los contenidos de autoayuda
>> A menudo , los mismos aprendices se
>> lo menos yo los veo .
>> sin haber cumplido los suyos .
>> tener éxito con las negociaciones para enseñar
>> No obstante , la falta de conocimiento
>> Todo el mundo tiene el
>> cultural es que las personas que salen
>> hicieras , aprovecharé la ocasión para dar
>> No te pases el listo .
>> muy probable que las personas alrededor de
>> de intentar superar los todo el rato
>> tus amigos en el instante que muestran
>> Las americanas están bien
>> Ve a el parque zoológico en
>> Antes de seguir las recomendaciones de alguien
>> A lo mejor el gurú no es
>> La vida despliega sus

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']","(sintetizando) [en resumen], se puede decir que siempre es fácil",sintetizando,,en resumen,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",cuando todavía (estaba) [era] de noche,estaba,"AMN1_2 - estaba
>> equipo si realmente estaban avanzando .
>> duda , que estaban ascendiendo continuamente y
>> sus tumbas ya estaban esperando los entre
>> A el estar enfrente de el
>> telas de araña estaban colgadas en las
>> revelaron lo que estaba manifestando el agua

AMN1_3 - estaba
>> con dichos países estaban bajo el control

AMN1_4 - estaba
>> Cuando tus amigos están de mal humor
>> la autoayuda suelen estar ocupados con una
>> Las americanas están bien .

",era,"AMN1_2 - era
>> Sería la primera vez
>> muy fatigante que sea psicológicamente , no
>> se habría aburrido era la subida mínima
>> primitivos , que eran de otro mundo
>> El proceder común era llevar se el
>> humanidad no podía ser débil .
>> En ninguna circunstancia era válido arriesgar el
>> Estos solían ser sus últimos pensamientos
>> concluir su odisea eran tan bajas que
>> la misión , ser grabado por las
>> pudieron negar que eran testigos de algo
>> no sabían qué era ) y más
>> : la cumbre era cubierta por huesos
>> No fueron los primeros y

AMN1_3 - era
>> los países que son los objetivos de
>> de el latín sería el italiano ya

AMN1_4 - era
>> Es para garantizar la
>> nuestros lectores siempre es nuestra prioridad .
>> y exagerada que sea una frase ,
>> ¿ Peaky Blinders es de lejos la
>> ¡ Tú eres el elegido/la elegida
>> para analizar dichos seres desagradables .
>> no hace falta ser una atleta para
>> de conocimiento no es un crimen .
>> una degradación cultural es que las personas
>> Es muy probable que
>> No es un pecado alejar
>> el gurú no es más que un

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",no parece tener (un) fin,un,"AMN1_2 - un
>> agotadora caminata por unos minutos , el
>> tierra marciana en una altura de aproximadamente
>> , les quedaban unos lejanos atardeceres más
>> Mount Everest hace unos siglos , esta
>> por la que un montañero de el
>> Hacía falta seguir un trayecto de 300
>> Cuando un taikonauta de el
>> como sonámbulos en un mar infinito de
>> tan bajas que uno más cerró sus
>> ” , constató uno de los Taikonautas
>> llamó la atención un color extraño .
>> en cuestión de unos minutos ya no
>> Una indefinible forma azul
>> se enfrentaron a un punto azul .
>> se trataba de una tienda antigua .
>> Una botella de plástico
>> afán superar se uno a el otro
>> Pasaron por un valle pequeño .
>> Un sinfín de colores
>> Si hubieran tenido un dios , habrían
>> Allá dentro había una brillante antorcha encendida

AMN1_3 - un
>> la cultura de una civilización avanzada a
>> En un discurso en la
>> más que comparten una frontera con dichos
>> el desarrollo hacia una cultura superior .
>> la expansión de una posible potencia mundial
>> de Europa propuso una unificación de el

AMN1_4 - un
>> Ferraris , y una frase de mierda
>> ¿ Llevas una vida vulgar y
>> te molesta vestir una americana en tu
>> contigo dentro de unos segundos ?
>> exagerada que sea una frase , nunca
>> resulta imposible subir una foto en Instagram
>> Si estuvieras en un cuarto con Elon
>> Hace unos años los contenidos
>> de haber leído unos libros ellos mismos
>> Instagram se ven un montón de páginas
>> ? ) donde un fulano yo sé
>> otros cómo fundar un negocio , no
>> conocimiento no es un crimen .
>> que realmente supone una degradación cultural es
>> para dar te unos consejos de autoayuda
>> No es un pecado alejar se
>> ciudad y observa unos carnívoros de carne
>> es más que un soplagaitas y cree

",,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",las colinas alrededor adornan (majestosamente) [majestuosamente] el paisaje,majestosamente,,majestuosamente,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",sacan al animal de las [húmedas] profundidades (húmedas)…,húmedas,,húmedas,
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']","a medida que se acercaban, (obligaron) [se vieron obligados] a concretar la forma",obligaron,,se vieron obligados,
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']",con el último ánimo que (sobraba en ellos) [les quedaba],sobraba en ellos,,les quedaba,
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']",les quedaban (unos) incontables atardeceres más,unos,"AMN1_3 - unos
>> la cultura de una civilización avanzada a
>> En un discurso en la
>> más que comparten una frontera con dichos
>> el desarrollo hacia una cultura superior .
>> la expansión de una posible potencia mundial
>> de Europa propuso una unificación de el

AMN1_4 - unos
>> Ferraris , y una frase de mierda
>> ¿ Llevas una vida vulgar y
>> te molesta vestir una americana en tu
>> contigo dentro de unos segundos ?
>> exagerada que sea una frase , nunca
>> resulta imposible subir una foto en Instagram
>> Si estuvieras en un cuarto con Elon
>> Hace unos años los contenidos
>> de haber leído unos libros ellos mismos
>> Instagram se ven un montón de páginas
>> ? ) donde un fulano yo sé
>> otros cómo fundar un negocio , no
>> conocimiento no es un crimen .
>> que realmente supone una degradación cultural es
>> para dar te unos consejos de autoayuda
>> No es un pecado alejar se
>> ciudad y observa unos carnívoros de carne
>> es más que un soplagaitas y cree

",,
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']",les quedaban (lejanos) [incontables] atardeceres más,lejanos,,incontables,
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']",a (la) medida que se acercaban,la,"AMN1_3 - la
>> El imperio romano contraataca
>> Italia declaró la guerra a diferentes
>> Hace tres horas el presidente de la
>> A continuación , el presidente ha movilizado
>> , se divulga la noticia que Italia
>> Según el jefe de el
>> un discurso en la televisión italiana se
>> Efectivamente , todos los países mediterráneos y
>> con fervor que la cultura romana hacía
>> Encima , negó el derecho de los
>> Recalcó que sin el imperio romano el
>> punto de vista las democracias han frenado
>> Frente a la amenaza que supuestamente
>> En cuanto a las lenguas romances que
>> Argumentó que la única versión ""
>> A el final , antes

AMN1_4 - la
>> Responde por favor el siguiente cuestionario .
>> Es para garantizar la dignidad de el
>> El bienestar de nuestros
>> mereces más que los demás ?
>> ¿ Te inspiran los carnívoros salvajes que
>> es de lejos la mejor serie que
>> mala vibra quitas el contacto para salvar
>> con más de la mitad de las
>> ¡ Tú eres el elegido/la elegida !
>> ha ido tenemos la necesaria distancia científica
>> Enfoquémonos en el verdadero texto .
>> Hace unos años los contenidos de autoayuda
>> A menudo , los mismos aprendices se
>> lo menos yo los veo .
>> sin haber cumplido los suyos .
>> tener éxito con las negociaciones para enseñar
>> No obstante , la falta de conocimiento
>> Todo el mundo tiene el
>> cultural es que las personas que salen
>> hicieras , aprovecharé la ocasión para dar
>> No te pases el listo .
>> muy probable que las personas alrededor de
>> de intentar superar los todo el rato
>> tus amigos en el instante que muestran
>> Las americanas están bien
>> Ve a el parque zoológico en
>> Antes de seguir las recomendaciones de alguien
>> A lo mejor el gurú no es
>> La vida despliega sus

",,
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']","además, (ni) el peso corporal de los taikonautas [no] se parecía al de la Tierra",ni,"AMN1_4 - ni
>> no fundan empresas ni abandonan a su

",no,"AMN1_3 - no
>> tal información todavía no se ha podido
>> el continente Europa no habría avanzado con

AMN1_4 - no
>> ¿ No te molesta vestir
>> ¡ No dejes que nadie
>> libros ellos mismos no disponen de ninguna
>> No hace falta tener
>> No obstante , la
>> he dicho que no lo hicieras ,
>> No te pases el
>> No es un pecado
>> a ver que no fundan empresas ni
>> mejor el gurú no es más que
>> sus maravillas cuando no se trata de
>> No cuestiones lo que

"
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']",(en) [a] una altura de aproximadamente 22 mil metros,en,"AMN1_3 - en
>> En un discurso en
>> la misma velocidad en cuestiones de la
>> En cuanto a las
>> idioma quedan incuestionablemente en Italia .
>> En su provocador invectiva

AMN1_4 - en
>> vestir una americana en tu día a
>> de tu rendimiento en ti mismo ?
>> subir una foto en Instagram sin añadir
>> ¿ Si estuvieras en un cuarto con
>> Enfoquémonos en el verdadero texto
>> aprendices se convierten en versiones aún más
>> falta haber participado en muchas escuelas de
>> con una cosa en su vida :
>> En vez de intentar
>> a tus amigos en el instante que
>> el parque zoológico en tu ciudad y

",a,"AMN1_3 - a
>> declaró la guerra a diferentes países
>> declarado la guerra a las siguientes naciones
>> A continuación , el
>> de la invasión a gran escala carecen
>> italiana se dirigó a su población ,
>> solamente la asimilación a la cultura romana
>> Frente a la amenaza que
>> En cuanto a las lenguas romances
>> A el final ,

AMN1_4 - a
>> en tu día a día , aunque
>> arrodillarías y empezarías a rezar ?
>> con maestros que a pesar de haber
>> A menudo , los
>> este movimiento llegó a su auge .
>> negociaciones para enseñar a otros cómo fundar
>> tiene el derecho a hacer el primo
>> Si conoces a alguien así o
>> únicamente contribuyen negatividad a tu vida ,
>> Ve a el parque zoológico
>> Vas a ver que no
>> de aconsejar te a ti ?
>> A lo mejor el

"
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']",puesto que (el) Marte carecía de aire por completo,el,"AMN1_3 - el
>> El imperio romano contraataca
>> Italia declaró la guerra a diferentes
>> Hace tres horas el presidente de la
>> A continuación , el presidente ha movilizado
>> , se divulga la noticia que Italia
>> Según el jefe de el
>> un discurso en la televisión italiana se
>> Efectivamente , todos los países mediterráneos y
>> con fervor que la cultura romana hacía
>> Encima , negó el derecho de los
>> Recalcó que sin el imperio romano el
>> punto de vista las democracias han frenado
>> Frente a la amenaza que supuestamente
>> En cuanto a las lenguas romances que
>> Argumentó que la única versión ""
>> A el final , antes

AMN1_4 - el
>> Responde por favor el siguiente cuestionario .
>> Es para garantizar la dignidad de el
>> El bienestar de nuestros
>> mereces más que los demás ?
>> ¿ Te inspiran los carnívoros salvajes que
>> es de lejos la mejor serie que
>> mala vibra quitas el contacto para salvar
>> con más de la mitad de las
>> ¡ Tú eres el elegido/la elegida !
>> ha ido tenemos la necesaria distancia científica
>> Enfoquémonos en el verdadero texto .
>> Hace unos años los contenidos de autoayuda
>> A menudo , los mismos aprendices se
>> lo menos yo los veo .
>> sin haber cumplido los suyos .
>> tener éxito con las negociaciones para enseñar
>> No obstante , la falta de conocimiento
>> Todo el mundo tiene el
>> cultural es que las personas que salen
>> hicieras , aprovecharé la ocasión para dar
>> No te pases el listo .
>> muy probable que las personas alrededor de
>> de intentar superar los todo el rato
>> tus amigos en el instante que muestran
>> Las americanas están bien
>> Ve a el parque zoológico en
>> Antes de seguir las recomendaciones de alguien
>> A lo mejor el gurú no es
>> La vida despliega sus

",,
AMN1,AMN1_2,"['AMN1_3', 'AMN1_4']",la falta de oxígeno les (forzó) [obligó a] parar con su carrera infantil,forzó,,obligó a,
